Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,What_it_does,Year_Founded,Founders,Investor
RIPPLR,Logistics & Supply Chain,Pre-series B,2021,12000000.0,Bangalore,India’s first Plug-n-Play distribution ecosystem for brands,2019,"Abhishek Nehru, Santosh Dabke","Sojitz Corporation, Stride Ventures"
SK Finance,Financial Services,Series F,2021,53000000.0,Jaipur,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,1994,Rajendra Setia,"IIFL Wealth, TPG Growth, Norwest Venture Partners"
Eggoz,Food & Beverages,Series A,2021,3500000.0,Gurugram,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,2017,"Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey","Nabventures, Avaana Capital"
Fabriclore,Apparel & Fashion,Pre-series A,2021,700000.0,Jaipur,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.",2016,"Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks"
Veefin,Information Technology & Services,Unknown,2021,3000000.0,Mumbai,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.",2010,"Gautam Udani, Raja Debnath",Rajesh Rajendran
Verandah,Apparel & Fashion,Seed,2021,1000000.0,Mumbai,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,2011,Anjali Patel Mehta,"Mike Novogratz, Neeraj Arora"
Karkinos Healthcare,Hospital & Health Care,Unknown,2021,0.0,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2020,"R Venkataramanan, Ravi Kant",Reliance Digital Health
OWO Technologies,Food & Beverages,Seed,2021,3000000.0,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,2020,"Ajay Changani, Hardev Sahu",
EsportsXO,Mobile Games,Seed,2021,1100000.0,Bangalore,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2020,"Utsav Umang, Rohit Raj, Vikas Goel",We Founder Circle
Zorgers,Hospital & Health Care,Unknown,2021,0.0,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2013,"Varun Gupta, Anil Kumar, Abhinav Gupta",Ritu Marya Family Office.
BangDB,Computer Software,Unknown,2021,0.0,Bangalore,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2015,Sachin Sinha,Ten Innovate
Neobank Jupiter,Banking,Series C,2021,86000000.0,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2019,Jitendra Gupta,"Tiger Global, Sequoia Capital"
Skippi Ice Pops,Food Production,Unknown,2021,130000.0,Hyderabad,India's First Icepops Brand,2021,Ravi Kabra,Shark Tank India
Glii,Dating,Seed,2021,10000.0,Noida,India’s finest dating companionship application,2020,Shivam Kaushik,We Founder Circle
GlobalBees,E-commerce,Series B,2021,111000000.0,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,2021,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital"
Mamaearth,"Health, Wellness & Fitness",Unknown,2021,37000000.0,Gurugram,Baby and mother care brand,2016,"Ghazal, Varun Alagh",Sequoia
SecureNow,Insurance,Series B,2021,6000000.0,Gurugram,SecureNow is an award winning tech-enabled insurance intermediary.,2011,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I
Vendor Infra,Construction,Unknown,2021,265000.0,Gurugram,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2019,Rahul Jain,"SK Tripathi, Sanjeev Gupta"
Hakuna Matata,Information Technology & Services,Unknown,2021,1000000.0,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2006,Gengarajan PV,Hardcastle Petrofer
OneCard,Financial Services,Unknown,2021,76000000.0,Pune,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2019,"Rupesh Kumar, Anurag Sinha, Vibhav Hathi","Ocean View Investment, QED Fund"
Doubtnut,EdTech,Series B,2021,30000000.0,Gurugram,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2016,"Aditya Shankar, Tanushree Nagori","Omidyar Network, Tencent Holdings"
Hubhopper,Podcast,Unknown,2021,0.0,New Delhi,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2015,Gautam Raj Anand,"ITI Growth Opportunities Fund, Unit-E Ventures"
Infra.Market,Construction,Series C,2021,100000000.0,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2016,"Aaditya Sharda, Souvik Sengupta","InnoVen Capital, Nexus Venture Partners"
Comofi Medtech,HeathTech,Unknown,2021,200000.0,Bangalore,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2017,"Satish Kalme, Kubasad Gururaj",CIIE.CO
Battery Smart,Battery,Seed,2021,0.0,New Delhi,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,2019,"Pulkit Khurana, Siddharth Sikka",Orios Venture Partners
Kutuki,EdTech,Seed,2021,2000000.0,Bangalore,Kutuki is a learning platform focused on children between the ages of three and seven.,2017,"Bharath Bevinahally, Sneha Sundaram",Omidyar Network India
Onelife,Healthcare,Unknown,2021,0.0,Mumbai,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",2019,Gaurav Aggarwal,Wipro venture capital arm
Eupheus,EdTech,Series B,2021,4000000.0,New Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,2017,"Amit Kapoor, Rohit Dhar, Sarveshwar Shrivastava, Ved Prakash Khatri","Yuj Ventures, Sixth Sense Ventures"
KreditBee,FinTech,Series C,2021,75000000.0,Bangalore,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2018,Madhusudan Ekambaram,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital"
Pencil,Content publishing,Pre-series A,2021,1000000.0,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,2019,"Malini Nair, Preeti Chib, Swarup Nanda","Inflection Point Ventures, SucSEED Venture Partners"
Aisle,Dating,Pre-series A,2021,0.0,Bangalore,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,2014,Able Joseph,"Anas Rahman Junaid, Vinod Jose"
Marquee Equity,FinTech,Unknown,2021,3800000.0,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,2016,Ash Narain,"Capital One, Arrowroot Capital"
UptimeAI,AI startup,Seed,2021,1500000.0,Bangalore,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",2016,"Jagadish Gattu, Vamsi Yalamanchili",YourNest Venture Capital
WizKlub,EdTech,Pre-series A,2021,800000.0,Bangalore,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,2018,Amit Bansal,Incubate Fund India
Zolve,FinTech,Seed,2021,15000000.0,Bangalore,Zolve Innovations operates as a neo-banking startup.,2020,Raghunandan G,"Kunal Shah, Greg Kidd"
MediBuddy,EdTech,Debt,2021,3000000.0,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2000,Satish Kannan,"InnoVen Capital, TEAMFund"
Pariksha,EdTech,Pre-series A,2021,2000000.0,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2015,"Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund"
Express Stores,E-commerce,Seed,2021,1000000.0,Gurugram,Express Stores is a retail and omnichannel startup company,2019,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal"
Avataar Ventures,FinTech,Unknown,2021,100000000.0,Bangalore,Avataar Venture Partners is a growth Capital Investment Firm.,2019,Mohan Kumar,
Zingbus,Transportation,Pre-series A,2021,0.0,Haryana,Zingbus is an emerging brand in the intercity bus services.,2019,Mratunjay Beniwal,"Venture Catalysts, 9Unicorns Accelerator Fund"
Phable,HealthTech,Series A,2021,12000000.0,Bangalore,Mobile App for Patients and Doctors,2017,"Mukesh Bansal, Prasanth Reddy, Sumit Sinha","Fresco Capital, Social Starts"
Codingal,EdTech,Unknown,2021,0.0,Bangalore,Coding education platform for K-12 students,2020,"Satyam Baranwal, Vivek Prakash","Y Combinator, Rebright Partners"
Supply6,Helathcare,Seed,2021,100000.0,Bangalore,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,2018,"Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund"
Swajal,Water purification,Pre-series A,2021,1600000.0,Gurugram,Swajal uses clean solar energy to purify drinking water at an affordable rate.,2015,"Advait Kumar, Vibha Tripathi","Rajasthan Venture Capital Fund, ACPL Exports"
BharatPe,FinTech,Series D,2021,100000000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2018,"Ashneer Grover, Shashvat Nakrani","Amplo, Insight Partners"
Filo,EdTech,Pre-seed,2021,260000.0,New Delhi,Instant learning platform for students while self study.,2020,"Imbesat Ahmad, Shadman Anwer",Better Capital
Method & Madness,Real Estate,Seed,2021,2000000.0,Mumbai,Method & Madness Technology operates as a real-estate tech company.,2020,Aditya Jhaveri,Justin Mateen
EduFund,FinTech,Pre-seed,2021,300000.0,Gujarat,Changing the way Indians evaluate and plan higher education,2020,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp
Pepperfry,E-commerce,Debt,2021,30000000.0,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,2011,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments"
Zingavita,HealthTech,Unknown,2021,400000.0,Chandigarh,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",2020,"Rohit Anand, Sachin Goel",Anicut Angel Fund
Hypd Store,Content commerce,Pre-seed,2021,0.0,New Delhi,"A shop worthy content platform, personalized!",2020,"Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop
VerSe Innovation,Innovation Management,Series H,2021,1000000000.0,Bangalore,Owner of Dailyhunt App and I-Pay,2007,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners"
Supersourcing,Software company,Seed,2021,200000.0,Indore,Build your next app or website with our exclusive network of certified IT companies.,2020,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik"
AutomataPi,Automation,Seed,2021,400000.0,Powai,AutomataPi is a next generation cognitive business process automation engine.,2017,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",Indian Angel Network
Newton School,EdTech,Series A,2021,5000000.0,Bangalore,Newton School is a platform to learn and develop skills that you need for your best Tech career.,2019,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur"
TenderCuts,Food Industry,Unknown,2021,15000000.0,Chennai,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",2011,Nishanth Chandran,"Paragon Partners, NABVENTURES"
Siply,FinTech,Seed,2021,1000000.0,Bangalore,Siply Services operates as a micro-savings platform.,2020,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures
SarvaGram,FinTech,Series B,2021,10000000.0,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,2019,"Utpal Isser, Sameer Mishra",Elevation Capital
Unlu,Celebrity Engagement,Seed,2021,1000000.0,Gurugram,Personalised Video Shoutout from top celebrities,2020,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO
GlobalFair,Trading platform,Seed,2021,2000000.0,Gurugram,One-stop solution for all your procurement needs,2020,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient"
Eduvanz,FinTech,Debt,2021,10000000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2016,"Atul Sashittal, Raheel Shah, Varun Chopra","InCred Financial Services, Vivriti Capital, Northern Arc Capital"
OwO,E-commerce,Unknown,2021,200000.0,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",2020,Hardev Sahu,ah! Ventures
Progcap,FinTech,Debt,2021,1000000.0,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,2017,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair"
ABL Workspaces,Hospitality,Pre-series A,2021,600000.0,New Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,2017,"Ankur Gupta, Akshita Gupta",Wurk
Nazara Technologies,Gaming,Unknown,2021,10000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2000,Nitish Mittersain,"Plutus Wealth Management, Turtle Entertainment"
Scentials,Personal Care,Unknown,2021,6000000.0,Mumbai,Scentials is building a unique beauty brands studio platform,2018,"Mahesh Bhupathi, Jinesh Mehta","Ambiga Subramanian, Goutham Ekollu"
SplashLearn,EdTech,Series C,2021,18000000.0,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,2018,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain","Accel, Owl Ventures"
Maya,HealthTech,Seed,2021,2200000.0,Bangalore,Maya enables women to keep track of their health via a mobile application.,2016,John Paul,Rajan Anadan
GoTo,Transportation,Unknown,2021,150000.0,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,2020,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas
MediBuddy,HealthTech,Series B,2021,40000000.0,Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,2000,"atish Kannan, Enbasekar","IDFC Private Equity, Bessemer Venture Partners"
Zetwerk,E-commerce,Series D,2021,120000000.0,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,2018,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary","Sequoia Capital India, Accel"
Remedico,Healthcare,Unknown,2021,500000.0,Hyderabad,Remedico is a Mobile healthcare,2017,Ranjit Bhatia,"Venture Catalysts, Tahseen Consulting"
PrepBytes,EdTech,Unknown,2021,0.0,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,2019,"Aditya Bhushan Verma, Mamta Kumari",Equanimity Ventures
SATYA MicroCapital,FinTech,Unknown,2021,20000000.0,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,2017,Vivek Tiwari,"BlueOrchard Finance S A, Gojo & Company"
